DateTime,Number of sales,Sales USD,Average USD,Active market wallets,Unique buyers
2017-08-16,2.0,210.03,105.01,3.0,2.0
2017-08-17,2.0,150.29,75.14,2.0,1.0
2017-08-18,1.0,88.83,88.83,2.0,1.0
2017-08-19,1.0,118.65,118.65,2.0,1.0
2017-08-20,1.0,162.34,162.34,2.0,1.0
2017-08-21,8.0,792.62,99.08,9.0,6.0
2017-08-22,1.0,87.41,87.41,2.0,1.0
2017-08-23,2.0,155.23,77.61,4.0,2.0
2017-08-25,3.0,256.64,85.55,6.0,3.0
2017-08-26,1.0,98.96,98.96,2.0,1.0
2017-08-28,9.0,1145.85,127.32,10.0,7.0
2017-08-29,1.0,91.7,91.7,2.0,1.0
2017-08-30,2.0,174.3,87.15,4.0,2.0
2017-08-31,1.0,103.39,103.39,2.0,1.0
2017-09-01,5.0,506.11,101.22,5.0,3.0
2017-09-02,3.0,69.28,23.09,4.0,2.0
2017-09-04,3.0,314.7,104.9,4.0,1.0
2017-09-08,1.0,76.12,76.12,2.0,1.0
2017-09-10,3.0,202.02,67.34,3.0,1.0
2017-09-11,2.0,139.34,69.67,4.0,2.0
2017-09-12,2.0,81.36,40.68,2.0,1.0
2017-09-16,1.0,70.99,70.99,2.0,1.0
2017-09-17,2.0,133.72,66.86,3.0,1.0
2017-09-18,1.0,63.35,63.35,2.0,1.0
2017-09-19,4.0,378.6,94.65,5.0,3.0
2017-09-20,3.0,372.74,124.25,5.0,3.0
2017-09-21,4.0,208.55,52.14,8.0,4.0
2017-09-22,1.0,71.14,71.14,2.0,1.0
2017-09-23,4.0,243.57,60.89,4.0,3.0
2017-09-24,1.0,56.14,56.14,2.0,1.0
2017-09-27,4.0,423.01,105.75,6.0,3.0
2017-09-28,1.0,36.2,36.2,2.0,1.0
2017-09-29,7.0,314.35,44.91,9.0,5.0
2017-09-30,10.0,160.53,16.05,6.0,5.0
2017-10-01,1.0,449.51,449.51,2.0,1.0
2017-10-04,1.0,58.61,58.61,2.0,1.0
2017-10-08,1.0,93.04,93.04,2.0,1.0
2017-10-09,1.0,26.63,26.63,2.0,1.0
2017-10-11,1.0,66.71,66.71,2.0,1.0
2017-10-12,1.0,39.26,39.26,2.0,1.0
2017-10-13,4.0,354.85,88.71,8.0,4.0
2017-10-14,4.0,254.86,63.71,3.0,2.0
2017-10-15,3.0,177.76,59.25,4.0,2.0
2017-10-16,2.0,179.26,89.63,3.0,2.0
2017-10-19,1.0,27.76,27.76,2.0,1.0
2017-10-20,1.0,96.75,96.75,2.0,1.0
2017-10-21,1.0,78.18,78.18,2.0,1.0
2017-10-25,1.0,44.77,44.77,2.0,1.0
2017-10-26,7.0,268.92,38.42,5.0,4.0
2017-10-27,6.0,178.76,29.79,3.0,2.0
2017-10-28,6.0,177.88,29.65,3.0,2.0
2017-10-29,1.0,21.26,21.26,2.0,1.0
2017-10-30,3.0,217.44,72.48,6.0,3.0
2017-10-31,6.0,221.59,36.93,5.0,3.0
2017-11-01,4.0,111.09,27.77,3.0,1.0
2017-11-02,3.0,111.96,37.32,4.0,2.0
2017-11-04,3.0,86.99,29.0,4.0,2.0
2017-11-07,1.0,265.71,265.71,2.0,1.0
2017-11-09,2.0,148.27,74.14,2.0,1.0
2017-11-12,1.0,91.11,91.11,2.0,1.0
2017-11-13,2.0,63.07,31.53,4.0,2.0
2017-11-14,1.0,67.79,67.79,2.0,1.0
2017-11-15,2.0,137.06,68.53,4.0,2.0
2017-11-19,1.0,35.34,35.34,2.0,1.0
2017-11-20,4.0,146.31,36.58,4.0,3.0
2017-11-22,9.0,337.67,37.52,3.0,1.0
2017-11-23,1.0,66.01,66.01,2.0,1.0
2017-11-24,1.0,42.75,42.75,2.0,1.0
2017-11-25,2.0,280.47,140.23,4.0,2.0
2017-11-26,9.0,605.48,67.28,8.0,5.0
2017-11-27,3.0,242.18,80.73,4.0,2.0
2017-11-28,4.0,327.19,81.8,6.0,3.0
2017-11-29,3.0,162.77,54.26,5.0,3.0
2017-11-30,1.0,45.42,45.42,2.0,1.0
2017-12-01,1.0,42.29,42.29,2.0,1.0
2017-12-02,1.0,56.38,56.38,2.0,1.0
2017-12-03,21.0,1152.85,54.9,12.0,7.0
2017-12-04,17.0,873.67,51.39,9.0,4.0
2017-12-05,12.0,700.52,58.38,10.0,5.0
2017-12-06,7.0,403.5,57.64,7.0,3.0
2017-12-07,3.0,203.32,67.77,6.0,3.0
2017-12-08,5.0,748.61,149.72,8.0,5.0
2017-12-10,6.0,402.07,67.01,7.0,4.0
2017-12-11,5.0,341.03,68.21,7.0,3.0
2017-12-12,9.0,751.19,83.47,8.0,6.0
2017-12-13,22.0,4706.53,213.93,12.0,7.0
2017-12-14,15.0,3237.74,215.85,7.0,2.0
2017-12-15,10.0,1029.25,102.92,11.0,7.0
2017-12-16,4.0,400.28,100.07,8.0,4.0
2017-12-17,6.0,637.61,106.27,8.0,4.0
2017-12-18,4.0,601.78,150.44,7.0,3.0
2017-12-19,10.0,1103.89,110.39,11.0,6.0
2017-12-20,1.0,81.34,81.34,2.0,1.0
2017-12-21,6.0,593.41,98.9,7.0,4.0
2017-12-22,5.0,518.69,103.74,8.0,5.0
2017-12-23,1.0,71.57,71.57,2.0,1.0
2017-12-24,1.0,102.93,102.93,2.0,1.0
2017-12-26,2.0,2515.86,1257.93,3.0,2.0
2017-12-27,3.0,214.19,71.4,6.0,3.0
2017-12-28,8.0,854.73,106.84,5.0,1.0
2017-12-29,4.0,339.9,84.98,8.0,4.0
2017-12-30,1.0,88.43,88.43,2.0,1.0
2018-01-01,10.0,7163.22,716.32,10.0,3.0
2018-01-02,3.0,359.53,119.84,5.0,2.0
2018-01-03,2.0,191.65,95.82,4.0,2.0
2018-01-04,2.0,225.04,112.52,4.0,2.0
2018-01-07,1.0,147.9,147.9,2.0,1.0
2018-01-08,4.0,663.56,165.89,6.0,3.0
2018-01-09,2.0,619.46,309.73,3.0,2.0
2018-01-10,5.0,16981.32,3396.26,9.0,5.0
2018-01-11,7.0,2337.31,333.9,10.0,6.0
2018-01-12,4.0,539.4,134.85,6.0,4.0
2018-01-13,8.0,1566.93,195.87,11.0,5.0
2018-01-14,24.0,11258.85,469.12,18.0,9.0
2018-01-15,5.0,2913.31,582.66,8.0,3.0
2018-01-16,10.0,1154.09,115.41,9.0,4.0
2018-01-17,3.0,1758.47,586.16,4.0,1.0
2018-01-18,4.0,600.92,150.23,7.0,4.0
2018-01-19,7.0,1088.77,155.54,9.0,5.0
2018-01-20,25.0,4515.73,180.63,14.0,10.0
2018-01-22,4.0,1700.66,425.16,2.0,1.0
2018-01-23,8.0,2221.33,277.67,8.0,4.0
2018-01-24,1.0,105.69,105.69,2.0,1.0
2018-01-25,1.0,529.66,529.66,2.0,1.0
2018-01-26,6.0,1183.35,197.22,6.0,2.0
2018-01-28,2.0,358.82,179.41,4.0,2.0
2018-01-29,7.0,1766.15,252.31,5.0,2.0
2018-02-01,1.0,88.49,88.49,2.0,1.0
2018-02-02,3.0,306.38,102.13,4.0,3.0
2018-02-03,1.0,82.32,82.32,2.0,1.0
2018-02-04,2.0,282.54,141.27,3.0,1.0
2018-02-05,1.0,125.23,125.23,2.0,1.0
2018-02-07,1.0,235.72,235.72,2.0,1.0
2018-02-08,1.0,263.16,263.16,2.0,1.0
2018-02-09,1.0,72.7,72.7,2.0,1.0
2018-02-11,2.0,290.48,145.24,3.0,1.0
2018-02-16,3.0,278.57,92.86,5.0,2.0
2018-02-17,1.0,1383.32,1383.32,2.0,1.0
2018-02-18,1.0,86.78,86.78,2.0,1.0
2018-02-20,1.0,83.55,83.55,2.0,1.0
2018-02-21,2.0,180.59,90.3,4.0,2.0
2018-02-22,1.0,72.82,72.82,2.0,1.0
2018-02-23,4.0,479.34,119.84,6.0,3.0
2018-02-24,4.0,510.16,127.54,7.0,3.0
2018-02-26,1.0,126.39,126.39,2.0,1.0
2018-02-28,2.0,194.71,97.36,4.0,2.0
2018-03-01,3.0,422.34,140.78,4.0,2.0
2018-03-02,3.0,387.62,129.21,6.0,3.0
2018-03-03,4.0,11871.33,2967.83,6.0,2.0
2018-03-04,2.0,312.37,156.19,4.0,2.0
2018-03-08,1.0,413.93,413.93,2.0,1.0
2018-03-09,1.0,69.92,69.92,2.0,1.0
2018-03-12,1.0,142.64,142.64,2.0,1.0
2018-03-13,1.0,62.58,62.58,2.0,1.0
2018-03-14,1.0,75.31,75.31,2.0,1.0
2018-03-16,1.0,159.24,159.24,2.0,1.0
2018-03-17,1.0,54.71,54.71,2.0,1.0
2018-03-18,2.0,112.02,56.01,2.0,1.0
2018-03-19,1.0,134.67,134.67,2.0,1.0
2018-03-20,3.0,227.03,75.68,6.0,3.0
2018-03-21,2.0,249.39,124.7,3.0,1.0
2018-03-22,2.0,129.06,64.53,3.0,1.0
2018-03-23,5.0,725.9,145.18,4.0,2.0
2018-03-24,2.0,118.38,59.19,4.0,2.0
2018-03-25,1.0,119.48,119.48,2.0,1.0
2018-03-27,1.0,48.75,48.75,2.0,1.0
2018-03-28,1.0,134.72,134.72,2.0,1.0
2018-03-31,2.0,98.83,49.42,2.0,1.0
2018-04-01,2.0,138.53,69.26,3.0,2.0
2018-04-02,4.0,174.4,43.6,4.0,2.0
2018-04-03,5.0,246.29,49.26,5.0,3.0
2018-04-04,11.0,685.93,62.36,5.0,3.0
2018-04-05,1.0,38.03,38.03,2.0,1.0
2018-04-06,1.0,46.14,46.14,2.0,1.0
2018-04-07,2.0,92.48,46.24,3.0,2.0
2018-04-08,2.0,115.03,57.52,3.0,1.0
2018-04-09,1.0,35.73,35.73,2.0,1.0
2018-04-11,1.0,57.78,57.78,2.0,1.0
2018-04-14,2.0,97.8,48.9,2.0,1.0
2018-04-16,1.0,78.83,78.83,2.0,1.0
2018-04-17,2.0,106.49,53.25,3.0,1.0
2018-04-20,3.0,1047.83,349.28,6.0,3.0
2018-04-21,3.0,324.65,108.22,4.0,1.0
2018-04-24,2.0,171.82,85.91,4.0,2.0
2018-04-25,1.0,63.45,63.45,2.0,1.0
2018-04-26,1.0,49.1,49.1,2.0,1.0
2018-04-28,2.0,231.12,115.56,4.0,2.0
2018-05-01,2.0,125.92,62.96,3.0,2.0
2018-05-02,3.0,1818.06,606.02,3.0,2.0
2018-05-05,2.0,120.58,60.29,3.0,2.0
2018-05-06,4.0,193.7,48.42,2.0,1.0
2018-05-17,1.0,70.25,70.25,2.0,1.0
2018-05-19,1.0,51.47,51.47,2.0,1.0
2018-05-25,4.0,239.14,59.78,2.0,1.0
2018-05-26,6.0,349.37,58.23,4.0,3.0
2018-05-27,4.0,197.36,49.34,3.0,2.0
2018-05-28,22.0,837.57,38.07,9.0,7.0
2018-05-29,9.0,255.81,28.42,3.0,2.0
2018-05-30,10.0,310.64,31.06,6.0,5.0
2018-05-31,11.0,405.4,36.85,11.0,9.0
2018-06-01,10.0,287.01,28.7,4.0,3.0
2018-06-03,1.0,58.31,58.31,2.0,1.0
2018-06-06,2.0,102.12,51.06,3.0,1.0
2018-06-07,3.0,131.61,43.87,4.0,2.0
2018-06-08,59.0,4374.18,74.14,11.0,3.0
2018-06-11,6.0,418.4,69.73,6.0,4.0
2018-06-12,7.0,264.57,37.8,5.0,3.0
2018-06-13,1.0,24.75,24.75,2.0,1.0
2018-06-14,2.0,71.23,35.61,3.0,2.0
2018-06-15,1.0,25.83,25.83,2.0,1.0
2018-06-17,1.0,49.31,49.31,2.0,1.0
2018-06-22,1.0,98.93,98.93,2.0,1.0
2018-06-28,1.0,87.58,87.58,2.0,1.0
2018-07-04,2.0,50.57,25.28,4.0,2.0
2018-07-10,1.0,23.49,23.49,2.0,1.0
2018-07-17,1.0,90.86,90.86,2.0,1.0
2018-07-18,1.0,49.72,49.72,2.0,1.0
2018-07-20,1.0,88.31,88.31,2.0,1.0
2018-07-23,1.0,45.55,45.55,2.0,1.0
2018-07-25,1.0,104.99,104.99,2.0,1.0
2018-07-26,3.0,274.21,91.4,4.0,2.0
2018-07-27,1.0,46.09,46.09,2.0,1.0
2018-07-31,3.0,137.42,45.81,4.0,3.0
2018-08-02,1.0,41.73,41.73,2.0,1.0
2018-08-03,1.0,41.09,41.09,2.0,1.0
2018-08-06,4.0,384.62,96.15,5.0,2.0
2018-08-07,3.0,303.61,101.2,5.0,2.0
2018-08-10,1.0,65.46,65.46,2.0,1.0
2018-08-12,1.0,412.51,412.51,2.0,1.0
2018-08-13,1.0,31.8,31.8,2.0,1.0
2018-08-14,1.0,541.42,541.42,2.0,1.0
2018-08-15,16.0,1051.27,65.7,13.0,4.0
2018-08-16,1.0,28.11,28.11,2.0,1.0
2018-08-17,1.0,28.63,28.63,2.0,1.0
2018-08-18,2.0,72.4,36.2,3.0,2.0
2018-08-22,3.0,157.01,52.34,5.0,3.0
2018-08-26,5.0,236.27,47.25,5.0,2.0
2018-08-27,2.0,57.44,28.72,3.0,2.0
2018-08-28,1.0,34.44,34.44,2.0,1.0
2018-09-01,10.0,440.27,44.03,7.0,4.0
2018-09-02,3.0,325.21,108.4,6.0,3.0
2018-09-07,1.0,22.94,22.94,2.0,1.0
2018-09-11,7.0,162.98,23.28,5.0,2.0
2018-09-14,2.0,48.72,24.36,4.0,2.0
2018-09-16,1.0,33.46,33.46,2.0,1.0
2018-09-17,1.0,724.27,724.27,2.0,1.0
2018-09-20,2.0,54.38,27.19,4.0,2.0
2018-09-21,4.0,373.71,93.43,5.0,2.0
2018-09-22,5.0,198.92,39.78,7.0,2.0
2018-09-26,2.0,52.68,26.34,2.0,1.0
2018-09-27,2.0,240.8,120.4,4.0,2.0
2018-09-29,1.0,55.56,55.56,2.0,1.0
2018-10-01,1.0,69.83,69.83,2.0,1.0
2018-10-02,11.0,2709.0,246.27,13.0,3.0
2018-10-03,1.0,33.87,33.87,2.0,1.0
2018-10-04,3.0,317.48,105.83,6.0,3.0
2018-10-05,1.0,24.44,24.44,2.0,1.0
2018-10-06,2.0,175.59,87.79,2.0,1.0
2018-10-08,3.0,90.26,30.09,4.0,3.0
2018-10-11,11.0,437.78,39.8,9.0,4.0
2018-10-12,11.0,398.4,36.22,7.0,2.0
2018-10-18,4.0,116.78,29.19,5.0,2.0
2018-10-20,3.0,265.17,88.39,5.0,2.0
2018-10-23,9.0,377.27,41.92,7.0,4.0
2018-10-24,1.0,102.04,102.04,2.0,1.0
2018-10-25,3.0,105.83,35.28,6.0,3.0
2018-10-26,3.0,158.85,52.95,3.0,1.0
2018-10-28,6.0,164.58,27.43,4.0,3.0
2018-10-29,2.0,68.58,34.29,4.0,2.0
2018-10-31,1.0,25.67,25.67,2.0,1.0
2018-11-01,2.0,57.61,28.8,2.0,1.0
2018-11-03,3.0,84.96,28.32,3.0,2.0
2018-11-06,1.0,81.55,81.55,2.0,1.0
2018-11-07,3.0,92.05,30.68,3.0,2.0
2018-11-08,1.0,28.47,28.47,2.0,1.0
2018-11-12,1.0,29.75,29.75,2.0,1.0
2018-11-13,2.0,74.08,37.04,3.0,1.0
2018-11-14,1.0,62.57,62.57,2.0,1.0
2018-11-17,1.0,23.76,23.76,2.0,1.0
2018-11-18,5.0,328.5,65.7,4.0,1.0
2018-11-19,2.0,199.94,99.97,4.0,2.0
2018-11-20,15.0,900.75,60.05,9.0,5.0
2018-11-21,1.0,57.85,57.85,2.0,1.0
2018-11-22,3.0,167.35,55.78,6.0,3.0
2018-11-24,1.0,15.51,15.51,2.0,1.0
2018-11-25,3.0,110.86,36.95,4.0,2.0
2018-11-26,10.0,239.74,23.97,9.0,6.0
2018-11-27,7.0,180.56,25.79,7.0,4.0
2018-11-28,3.0,76.2,25.4,5.0,2.0
2018-11-29,4.0,154.89,38.72,8.0,4.0
2018-11-30,2.0,2989.72,1494.86,4.0,2.0
2018-12-03,1.0,15.65,15.65,2.0,1.0
2018-12-04,2.0,30.43,15.21,2.0,1.0
2018-12-05,14.0,280.67,20.05,11.0,3.0
2018-12-06,5.0,161.97,32.39,8.0,4.0
2018-12-07,9.0,420.89,46.77,10.0,3.0
2018-12-08,7.0,152.47,21.78,4.0,1.0
2018-12-13,24.0,836.76,34.86,12.0,4.0
2018-12-15,1.0,20.95,20.95,2.0,1.0
2018-12-16,11.0,273.3,24.85,6.0,2.0
2018-12-17,2.0,42.23,21.12,3.0,1.0
2018-12-18,2.0,79.02,39.51,4.0,2.0
2018-12-19,2.0,50.03,25.01,3.0,1.0
2018-12-20,7.0,227.84,32.55,11.0,5.0
2018-12-21,1.0,57.21,57.21,2.0,1.0
2018-12-22,3.0,90.06,30.02,5.0,2.0
2018-12-23,1.0,29.34,29.34,2.0,1.0
2018-12-24,6.0,413.33,68.89,10.0,4.0
2018-12-25,2.0,387.69,193.85,4.0,2.0
2018-12-27,2.0,154.12,77.06,3.0,1.0
2018-12-28,2.0,39.94,19.97,3.0,2.0
2018-12-29,6.0,439.59,73.26,8.0,3.0
2018-12-30,9.0,322.81,35.87,6.0,1.0
2019-01-01,2.0,77.56,38.78,4.0,2.0
2019-01-03,1.0,61.14,61.14,2.0,1.0
2019-01-04,3.0,170.21,56.74,6.0,3.0
2019-01-07,11.0,938.25,85.3,12.0,4.0
2019-01-08,4.0,216.6,54.15,6.0,2.0
2019-01-09,2.0,121.18,60.59,3.0,1.0
2019-01-10,2.0,578.59,289.3,4.0,2.0
2019-01-11,1.0,37.35,37.35,2.0,1.0
2019-01-13,1.0,85.39,85.39,2.0,1.0
2019-01-16,1.0,47.93,47.93,2.0,1.0
2019-01-17,2.0,78.24,39.12,4.0,2.0
2019-01-18,2.0,78.64,39.32,4.0,2.0
2019-01-19,7.0,456.42,65.2,6.0,2.0
2019-01-20,7.0,317.77,45.4,9.0,4.0
2019-01-21,2.0,90.56,45.28,3.0,1.0
2019-01-22,3.0,261.77,87.26,4.0,1.0
2019-01-23,1.0,41.24,41.24,2.0,1.0
2019-01-24,14.0,565.78,40.41,11.0,2.0
2019-01-25,2.0,81.37,40.69,2.0,1.0
2019-01-26,5.0,253.21,50.64,6.0,2.0
2019-01-27,2.0,80.74,40.37,4.0,2.0
2019-01-30,3.0,106.69,35.56,4.0,2.0
2019-01-31,1.0,31.83,31.83,2.0,1.0
2019-02-01,3.0,95.7,31.9,2.0,1.0
2019-02-03,3.0,106.6,35.53,5.0,2.0
2019-02-05,1.0,34.44,34.44,2.0,1.0
2019-02-08,2.0,83.41,41.71,3.0,2.0
2019-02-09,1.0,48.93,48.93,2.0,1.0
2019-02-10,1.0,46.0,46.0,2.0,1.0
2019-02-14,2.0,97.68,48.84,4.0,2.0
2019-02-16,2.0,74.16,37.08,4.0,2.0
2019-02-18,1.0,254.37,254.37,2.0,1.0
2019-02-19,1.0,46.5,46.5,2.0,1.0
2019-02-20,2.0,146.53,73.26,3.0,1.0
2019-02-21,4.0,509.13,127.28,7.0,3.0
2019-02-22,8.0,627.68,78.46,13.0,6.0
2019-02-23,11.0,766.86,69.71,11.0,3.0
2019-02-24,3.0,175.41,58.47,4.0,3.0
2019-02-27,1.0,27.2,27.2,2.0,1.0
2019-02-28,1.0,47.2,47.2,2.0,1.0
2019-03-02,2.0,117.41,58.71,3.0,2.0
2019-03-05,1.0,42.71,42.71,2.0,1.0
2019-03-06,3.0,312.7,104.23,6.0,3.0
2019-03-11,1.0,107.14,107.14,2.0,1.0
2019-03-13,2.0,97.3,48.65,3.0,1.0
2019-03-14,4.0,215.15,53.79,6.0,3.0
2019-03-15,3.0,310.54,103.51,5.0,2.0
2019-03-16,6.0,374.82,62.47,4.0,2.0
2019-03-20,6.0,525.0,87.5,8.0,4.0
2019-03-21,2.0,127.95,63.97,3.0,1.0
2019-03-22,3.0,159.37,53.12,4.0,3.0
2019-03-24,6.0,377.29,62.88,4.0,1.0
2019-03-25,4.0,1040.84,260.21,5.0,2.0
2019-03-26,1.0,267.64,267.64,2.0,1.0
2019-03-27,5.0,871.19,174.24,9.0,4.0
2019-03-28,11.0,759.48,69.04,13.0,5.0
2019-03-29,4.0,990.87,247.72,6.0,2.0
2019-03-30,5.0,531.07,106.21,6.0,3.0
2019-03-31,2.0,152.25,76.12,3.0,1.0
2019-04-01,1.0,49.56,49.56,2.0,1.0
2019-04-04,1.0,112.3,112.3,2.0,1.0
2019-04-05,4.0,188.89,47.22,2.0,1.0
2019-04-06,11.0,6789.67,617.24,9.0,4.0
2019-04-07,10.0,1051.47,105.15,11.0,4.0
2019-04-08,2.0,217.61,108.81,3.0,1.0
2019-04-10,1.0,80.64,80.64,2.0,1.0
2019-04-11,3.0,287.27,95.76,6.0,3.0
2019-04-12,1.0,57.76,57.76,2.0,1.0
2019-04-13,10.0,1077.95,107.79,12.0,8.0
2019-04-14,3.0,391.89,130.63,6.0,3.0
2019-04-15,1.0,48.61,48.61,2.0,1.0
2019-04-16,2.0,144.48,72.24,3.0,2.0
2019-04-17,1.0,56.6,56.6,2.0,1.0
2019-04-18,5.0,390.87,78.17,4.0,2.0
2019-04-20,8.0,580.31,72.54,5.0,4.0
2019-04-21,5.0,363.65,72.73,4.0,3.0
2019-04-22,5.0,623.86,124.77,8.0,3.0
2019-04-23,1.0,119.73,119.73,2.0,1.0
2019-04-24,2.0,177.75,88.87,4.0,2.0
2019-04-25,1.0,82.83,82.83,2.0,1.0
2019-04-28,2.0,364.07,182.03,3.0,1.0
2019-04-29,1.0,62.64,62.64,2.0,1.0
2019-05-03,2.0,156.13,78.06,3.0,1.0
2019-05-04,2.0,216.62,108.31,4.0,2.0
2019-05-06,86.0,6167.13,71.71,27.0,6.0
2019-05-07,8.0,807.11,100.89,11.0,6.0
2019-05-08,5.0,415.03,83.01,6.0,4.0
2019-05-09,7.0,661.73,94.53,9.0,5.0
2019-05-10,1.0,85.29,85.29,2.0,1.0
2019-05-11,1.0,69.07,69.07,2.0,1.0
2019-05-13,4.0,1226.63,306.66,7.0,4.0
2019-05-14,1.0,88.23,88.23,2.0,1.0
2019-05-15,1.0,109.14,109.14,2.0,1.0
2019-05-16,2.0,296.01,148.0,4.0,2.0
2019-05-17,2.0,381.46,190.73,3.0,1.0
2019-05-18,8.0,2058.17,257.27,8.0,2.0
2019-05-19,6.0,3188.68,531.45,7.0,4.0
2019-05-21,1.0,188.97,188.97,2.0,1.0
2019-05-22,7.0,1279.9,182.84,10.0,4.0
2019-05-23,18.0,3660.66,203.37,10.0,3.0
2019-05-24,4.0,679.87,169.97,8.0,4.0
2019-05-26,4.0,471.54,117.89,6.0,3.0
2019-05-27,1.0,119.75,119.75,2.0,1.0
2019-05-30,5.0,642.4,128.48,7.0,3.0
2019-05-31,1.0,201.75,201.75,2.0,1.0
2019-06-03,1.0,148.47,148.47,2.0,1.0
2019-06-04,4.0,450.64,112.66,6.0,2.0
2019-06-05,1.0,168.17,168.17,2.0,1.0
2019-06-06,1.0,111.07,111.07,2.0,1.0
2019-06-10,1.0,116.02,116.02,2.0,1.0
2019-06-11,5.0,665.11,133.02,5.0,2.0
2019-06-12,4.0,686.25,171.56,6.0,2.0
2019-06-14,8.0,2614.98,326.87,10.0,2.0
2019-06-16,6.0,1292.3,215.38,8.0,3.0
2019-06-17,1.0,201.8,201.8,2.0,1.0
2019-06-18,2.0,355.06,177.53,3.0,1.0
2019-06-19,2.0,301.86,150.93,4.0,2.0
2019-06-20,49.0,6029.02,123.04,7.0,5.0
2019-06-21,56.0,6378.08,113.89,9.0,6.0
2019-06-22,4.0,1292.75,323.19,5.0,1.0
2019-06-23,1.0,205.03,205.03,2.0,1.0
2019-06-27,1.0,118.07,118.07,2.0,1.0
2019-06-28,5.0,1834.22,366.84,7.0,2.0
2019-07-01,1.0,114.21,114.21,2.0,1.0
2019-07-05,3.0,328.0,109.33,3.0,2.0
2019-07-06,4.0,489.58,122.39,4.0,3.0
2019-07-07,1.0,144.73,144.73,2.0,1.0
2019-07-08,3.0,366.4,122.13,3.0,2.0
2019-07-09,1.0,156.23,156.23,2.0,1.0
2019-07-10,1.0,184.67,184.67,2.0,1.0
2019-07-11,2.0,272.61,136.3,4.0,2.0
2019-07-12,2.0,263.26,131.63,4.0,2.0
2019-07-13,4.0,468.88,117.22,5.0,4.0
2019-07-16,1.0,69.05,69.05,2.0,1.0
2019-07-17,2.0,119.96,59.98,3.0,2.0
2019-07-18,1.0,63.25,63.25,2.0,1.0
2019-07-19,6.0,407.35,67.89,4.0,2.0
2019-07-20,3.0,199.0,66.33,4.0,3.0
2019-07-21,1.0,68.69,68.69,2.0,1.0
2019-07-22,4.0,226.15,56.54,4.0,3.0
2019-07-26,1.0,76.82,76.82,2.0,1.0
2019-07-28,3.0,196.21,65.4,3.0,2.0
2019-07-29,7.0,411.9,58.84,5.0,4.0
2019-07-31,4.0,607.97,151.99,5.0,4.0
2019-08-01,1.0,65.58,65.58,2.0,1.0
2019-08-02,1.0,112.65,112.65,2.0,1.0
2019-08-03,1.0,119.79,119.79,2.0,1.0
